group_id,slice_type,name,covered,usage_count
fixed_threshold_gate,capability_bucket,sequence_core,True,11
fixed_threshold_gate,capability_bucket,quality_qc,True,6
fixed_threshold_gate,capability_bucket,objective_scoring,True,3
fixed_threshold_gate,capability_bucket,structure_prediction,True,7
fixed_threshold_gate,capability_bucket,similarity_search,False,0
fixed_threshold_gate,capability_bucket,secondary_structure,False,0
fixed_threshold_gate,capability,objective_scoring,True,3
fixed_threshold_gate,capability,quality_qc,True,6
fixed_threshold_gate,capability,sequence_design,True,5
fixed_threshold_gate,capability,sequence_generation,True,6
fixed_threshold_gate,capability,structure_prediction,True,7
fixed_threshold_gate,tool,biopython_qc,True,6
fixed_threshold_gate,tool,objective_ranker,True,3
fixed_threshold_gate,tool,openfold,True,7
fixed_threshold_gate,tool,protein_mpnn,True,5
fixed_threshold_gate,tool,protgpt2,True,6
dynamic_no_belief_state,capability_bucket,sequence_core,True,12
dynamic_no_belief_state,capability_bucket,quality_qc,True,7
dynamic_no_belief_state,capability_bucket,objective_scoring,True,5
dynamic_no_belief_state,capability_bucket,structure_prediction,True,9
dynamic_no_belief_state,capability_bucket,similarity_search,False,0
dynamic_no_belief_state,capability_bucket,secondary_structure,False,0
dynamic_no_belief_state,capability,function_annotation,True,1
dynamic_no_belief_state,capability,objective_scoring,True,5
dynamic_no_belief_state,capability,quality_qc,True,7
dynamic_no_belief_state,capability,sequence_design,True,6
dynamic_no_belief_state,capability,sequence_generation,True,6
dynamic_no_belief_state,capability,structure_prediction,True,9
dynamic_no_belief_state,tool,biopython_qc,True,7
dynamic_no_belief_state,tool,interproscan,True,1
dynamic_no_belief_state,tool,objective_ranker,True,4
dynamic_no_belief_state,tool,openfold,True,9
dynamic_no_belief_state,tool,protein_mpnn,True,6
dynamic_no_belief_state,tool,protgpt2,True,6
lite_belief_state,capability_bucket,sequence_core,True,5
lite_belief_state,capability_bucket,quality_qc,True,2
lite_belief_state,capability_bucket,objective_scoring,True,2
lite_belief_state,capability_bucket,structure_prediction,True,7
lite_belief_state,capability_bucket,similarity_search,False,0
lite_belief_state,capability_bucket,secondary_structure,False,0
lite_belief_state,capability,objective_scoring,True,2
lite_belief_state,capability,quality_qc,True,2
lite_belief_state,capability,sequence_design,True,2
lite_belief_state,capability,sequence_generation,True,3
lite_belief_state,capability,structure_prediction,True,7
lite_belief_state,tool,biopython_qc,True,2
lite_belief_state,tool,objective_ranker,True,2
lite_belief_state,tool,openfold,True,7
lite_belief_state,tool,protein_mpnn,True,2
lite_belief_state,tool,protgpt2,True,3
